,c,python,java
77,0.006521940231323242,0.14629006385803223,0.016748428344726562
78,0.006399393081665039,0.13963747024536133,0.01439213752746582
79,0.009176254272460938,0.14317035675048828,0.016713857650756836
80,0.006173133850097656,0.143202543258667,0.019995689392089844
81,0.0064792633056640625,0.14304614067077637,0.015606164932250977
82,0.006220817565917969,0.1463310718536377,0.016010284423828125
83,0.006697654724121094,0.14302968978881836,0.015566587448120117
84,0.006676435470581055,0.14308881759643555,0.015378713607788086
85,0.008760213851928711,0.14292240142822266,0.014177560806274414
86,0.009035587310791016,0.14291691780090332,0.01437067985534668
87,0.008806467056274414,0.1432507038116455,0.013513326644897461
88,0.008357524871826172,0.14333128929138184,0.015100955963134766
89,0.008890390396118164,0.1464531421661377,0.015599966049194336
90,0.008355379104614258,0.14240622520446777,0.01816868782043457
91,0.008713960647583008,0.14338994026184082,0.013525009155273438
92,0.010697603225708008,0.14012861251831055,0.013741016387939453
93,0.006761312484741211,0.14263391494750977,0.01453399658203125
94,0.006541728973388672,0.14668941497802734,0.013060808181762695
95,0.006392240524291992,0.14329075813293457,0.013706445693969727
96,0.009222745895385742,0.14285850524902344,0.014424800872802734
97,0.00914907455444336,0.14308547973632812,0.013827800750732422
98,0.006775856018066406,0.142930269241333,0.016963720321655273
99,0.006025791168212891,0.1466531753540039,0.014953851699829102
